date,game_pk,game_number,sport,market,match,away_team_name,home_team_name,total_line,over_price,under_price,final_total_runs,result,paired_bucket,paired_winning_side,paired_over_bucket_plus_or_minus,paired_under_bucket_plus_or_minus,source_pull_time,polymarket_event_slug,polymarket_market_slug,polymarket_market_id,over_token_id,under_token_id,polymarket_event_url
2026-05-13,824928,1,MLB,Game Total O/U,Chicago Cubs @ Atlanta Braves,Chicago Cubs,Atlanta Braves,8.5,51,49,5,Under,Over 50-55 / Under 45-50,Under,Over 50-55 -,Under 45-50 +,03:00 ET history nearest over=2026-05-13T07:00:09.000Z under=2026-05-13T07:00:06.000Z,mlb-chc-atl-2026-05-13,mlb-chc-atl-2026-05-13-total-8pt5,2246184,79824638698815936506892657795947067773675866175995828712840685029183443518964,29970492775648465551036850609903038221387318547891919840978393774307602146406,https://polymarket.us/event/mlb-chc-atl-2026-05-13
2026-05-13,824928,1,MLB,Game Total O/U,Chicago Cubs @ Atlanta Braves,Chicago Cubs,Atlanta Braves,9.5,41.5,58.5,5,Under,Over 40-45 / Under 55-60,Under,Over 40-45 -,Under 55-60 +,03:00 ET history nearest over=2026-05-13T07:00:12.000Z under=2026-05-13T07:00:11.000Z,mlb-chc-atl-2026-05-13,mlb-chc-atl-2026-05-13-total-9pt5,2243023,58782455057318714885412891915385692075806019491177160756562529097960476247135,56178209764549538587912553053477743661676431244913922414365707859150792151614,https://polymarket.us/event/mlb-chc-atl-2026-05-13
2026-05-13,823386,1,MLB,Game Total O/U,Colorado Rockies @ Pittsburgh Pirates,Colorado Rockies,Pittsburgh Pirates,7.5,58,42,14,Over,Over 55-60 / Under 40-45,Over,Over 55-60 +,Under 40-45 -,03:00 ET history nearest over=2026-05-13T07:00:09.000Z under=2026-05-13T07:00:11.000Z,mlb-col-pit-2026-05-13,mlb-col-pit-2026-05-13-total-7pt5,2245929,12457839291129689752891208181555911126886120555937625778545489228765851028812,51991211801481659010867913930785412278916394052126185593810152531804278542750,https://polymarket.us/event/mlb-col-pit-2026-05-13
2026-05-13,823386,1,MLB,Game Total O/U,Colorado Rockies @ Pittsburgh Pirates,Colorado Rockies,Pittsburgh Pirates,8.5,50.5,49.5,14,Over,Over 50-55 / Under 45-50,Over,Over 50-55 +,Under 45-50 -,03:00 ET history nearest over=2026-05-13T07:00:11.000Z under=2026-05-13T07:00:07.000Z,mlb-col-pit-2026-05-13,mlb-col-pit-2026-05-13-total-8pt5,2243015,65116776820325609517928771011970564121861902244699658408717327215076264753507,65124635532312332691413946597360503294009929946291697665261245010796119180766,https://polymarket.us/event/mlb-col-pit-2026-05-13
2026-05-13,823386,1,MLB,Game Total O/U,Colorado Rockies @ Pittsburgh Pirates,Colorado Rockies,Pittsburgh Pirates,9.5,39,61,14,Over,Over 35-40 / Under 60-65,Over,Over 35-40 +,Under 60-65 -,03:00 ET history nearest over=2026-05-13T07:00:08.000Z under=2026-05-13T07:00:07.000Z,mlb-col-pit-2026-05-13,mlb-col-pit-2026-05-13-total-9pt5,2245930,93766633687532045818280667186874159462150565260228430171683516876689716060653,20880553539935879325672119264829126492795281350430951899731953567968627137421,https://polymarket.us/event/mlb-col-pit-2026-05-13
2026-05-13,823631,1,MLB,Game Total O/U,Detroit Tigers @ New York Mets,Detroit Tigers,New York Mets,7.5,49,51,5,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-05-13T07:00:04.000Z under=2026-05-13T07:00:11.000Z,mlb-det-nym-2026-05-13,mlb-det-nym-2026-05-13-total-7pt5,2248014,49448874795382840611972691759186979618019587714863220327494480994439534635910,67615103103236171142041337005987433856517837653195335864467224811425683945824,https://polymarket.us/event/mlb-det-nym-2026-05-13
2026-05-13,823631,1,MLB,Game Total O/U,Detroit Tigers @ New York Mets,Detroit Tigers,New York Mets,8.5,36.5,63.5,5,Under,Over 35-40 / Under 60-65,Under,Over 35-40 -,Under 60-65 +,03:00 ET history nearest over=2026-05-13T07:00:11.000Z under=2026-05-13T07:00:07.000Z,mlb-det-nym-2026-05-13,mlb-det-nym-2026-05-13-total-8pt5,2243021,76643511521196734110323938016262420022946593067783836353003710123842834609522,38213405352620474444456190204666206088079164769842402251752365069407042253681,https://polymarket.us/event/mlb-det-nym-2026-05-13
2026-05-13,823631,1,MLB,Game Total O/U,Detroit Tigers @ New York Mets,Detroit Tigers,New York Mets,9.5,50,50,5,Under,Over 50-55 / Under 45-50,Under,Over 50-55 -,Under 45-50 +,03:00 ET history nearest over=2026-05-13T07:00:06.000Z under=2026-05-13T07:00:11.000Z,mlb-det-nym-2026-05-13,mlb-det-nym-2026-05-13-total-9pt5,2248015,62939209837542329075842843003407631463356364721806538022981906120064557070826,98471062693908885821047708568644114140835122553900058106764824977564786742493,https://polymarket.us/event/mlb-det-nym-2026-05-13
2026-05-13,824603,1,MLB,Game Total O/U,Kansas City Royals @ Chicago White Sox,Kansas City Royals,Chicago White Sox,7.5,52.5,47.5,11,Over,Over 50-55 / Under 45-50,Over,Over 50-55 +,Under 45-50 -,03:00 ET history nearest over=2026-05-13T07:00:11.000Z under=2026-05-13T07:00:08.000Z,mlb-kc-cws-2026-05-13,mlb-kc-cws-2026-05-13-total-7pt5,2246191,38193840113107621687026106510513429239460853288818380083569721557059577912969,107636104935215298844093490305719686438742151225589995850101893869097275527539,https://polymarket.us/event/mlb-kc-cws-2026-05-13
2026-05-13,824603,1,MLB,Game Total O/U,Kansas City Royals @ Chicago White Sox,Kansas City Royals,Chicago White Sox,8.5,44.5,55.5,11,Over,Over 40-45 / Under 55-60,Over,Over 40-45 +,Under 55-60 -,03:00 ET history nearest over=2026-05-13T07:00:09.000Z under=2026-05-13T07:00:07.000Z,mlb-kc-cws-2026-05-13,mlb-kc-cws-2026-05-13-total-8pt5,2243478,29453250039023718863327937987373987331396985725840039713108693592331856185904,95288481663653427114017926786290871876312366620207217615847473730851541774814,https://polymarket.us/event/mlb-kc-cws-2026-05-13
2026-05-13,824603,1,MLB,Game Total O/U,Kansas City Royals @ Chicago White Sox,Kansas City Royals,Chicago White Sox,9.5,35,65,11,Over,Over 35-40 / Under 60-65,Over,Over 35-40 +,Under 60-65 -,03:00 ET history nearest over=2026-05-13T07:00:11.000Z under=2026-05-13T07:00:09.000Z,mlb-kc-cws-2026-05-13,mlb-kc-cws-2026-05-13-total-9pt5,2246192,60193640298561300170856208957420260451098116635900826957152875202931003086103,14315298337971927282478525730636934832485827547214695764443605748602847562725,https://polymarket.us/event/mlb-kc-cws-2026-05-13
2026-05-13,824438,1,MLB,Game Total O/U,Los Angeles Angels @ Cleveland Guardians,Los Angeles Angels,Cleveland Guardians,7.5,43.5,56.5,6,Under,Over 40-45 / Under 55-60,Under,Over 40-45 -,Under 55-60 +,03:00 ET history nearest over=2026-05-13T07:00:07.000Z under=2026-05-13T07:00:04.000Z,mlb-laa-cle-2026-05-13,mlb-laa-cle-2026-05-13-total-7pt5,2243011,113650397305697958508857686364808445869805982374465046244086251889294508863674,55937729727574504955757893726964828768159509469487401311951227275199135648934,https://polymarket.us/event/mlb-laa-cle-2026-05-13
2026-05-13,824438,1,MLB,Game Total O/U,Los Angeles Angels @ Cleveland Guardians,Los Angeles Angels,Cleveland Guardians,8.5,35.5,64.5,6,Under,Over 35-40 / Under 60-65,Under,Over 35-40 -,Under 60-65 +,03:00 ET history nearest over=2026-05-13T07:00:06.000Z under=2026-05-13T07:00:11.000Z,mlb-laa-cle-2026-05-13,mlb-laa-cle-2026-05-13-total-8pt5,2243862,18352836018657433590457447221829901424870187543997779179947568131657348959374,74704939630833823591658924231767112681773193814681000377628071520917234064392,https://polymarket.us/event/mlb-laa-cle-2026-05-13
2026-05-13,824438,1,MLB,Game Total O/U,Los Angeles Angels @ Cleveland Guardians,Los Angeles Angels,Cleveland Guardians,9.5,25.5,74.5,6,Under,Over 25-30 / Under 70-75,Under,Over 25-30 -,Under 70-75 +,03:00 ET history nearest over=2026-05-13T07:00:11.000Z under=2026-05-13T07:00:11.000Z,mlb-laa-cle-2026-05-13,mlb-laa-cle-2026-05-13-total-9pt5,2243866,21461339026222088893824959063038687331138795803753572137614270553331305074268,114055755524780871596411930291790888254926975949093094647764918657189830995436,https://polymarket.us/event/mlb-laa-cle-2026-05-13
2026-05-13,823710,1,MLB,Game Total O/U,Miami Marlins @ Minnesota Twins,Miami Marlins,Minnesota Twins,7.5,58.5,41.5,14,Over,Over 55-60 / Under 40-45,Over,Over 55-60 +,Under 40-45 -,03:00 ET history nearest over=2026-05-13T07:00:09.000Z under=2026-05-13T07:00:04.000Z,mlb-mia-min-2026-05-13,mlb-mia-min-2026-05-13-total-7pt5,2246203,93632683499818597123412763067959117837475342775543501393297882184464257104941,67313901128682745603653334433286867865986999486750010378897378614367248869164,https://polymarket.us/event/mlb-mia-min-2026-05-13
2026-05-13,823710,1,MLB,Game Total O/U,Miami Marlins @ Minnesota Twins,Miami Marlins,Minnesota Twins,8.5,50.5,49.5,14,Over,Over 50-55 / Under 45-50,Over,Over 50-55 +,Under 45-50 -,03:00 ET history nearest over=2026-05-13T07:00:04.000Z under=2026-05-13T07:00:09.000Z,mlb-mia-min-2026-05-13,mlb-mia-min-2026-05-13-total-8pt5,2243482,8523172023971869816178289435823704720285719569494559565493141560986397796797,95421720602880172803517560058228966306470390235666369761613085091865855857533,https://polymarket.us/event/mlb-mia-min-2026-05-13
2026-05-13,823710,1,MLB,Game Total O/U,Miami Marlins @ Minnesota Twins,Miami Marlins,Minnesota Twins,9.5,40,60,14,Over,Over 40-45 / Under 55-60,Over,Over 40-45 +,Under 55-60 -,03:00 ET history nearest over=2026-05-13T07:00:09.000Z under=2026-05-13T07:00:12.000Z,mlb-mia-min-2026-05-13,mlb-mia-min-2026-05-13-total-9pt5,2246204,1831314974555667827303707739977898678375088682906011948948716714503224534193,329815536039435133095831010607315118941437383518968150982662437096947603488,https://polymarket.us/event/mlb-mia-min-2026-05-13
2026-05-13,824841,1,MLB,Game Total O/U,New York Yankees @ Baltimore Orioles,New York Yankees,Baltimore Orioles,8.5,52,48,7,Under,Over 50-55 / Under 45-50,Under,Over 50-55 -,Under 45-50 +,03:00 ET history nearest over=2026-05-13T07:00:09.000Z under=2026-05-13T07:00:06.000Z,mlb-nyy-bal-2026-05-13,mlb-nyy-bal-2026-05-13-total-8pt5,2246802,10108639875457752490556164970161824434313645611687325248678360891274659256208,48166823081280277782204321363884182403704525018151345332996282597936529445569,https://polymarket.us/event/mlb-nyy-bal-2026-05-13
2026-05-13,824763,1,MLB,Game Total O/U,Philadelphia Phillies @ Boston Red Sox,Philadelphia Phillies,Boston Red Sox,7.5,61,39,4,Under,Over 60-65 / Under 35-40,Under,Over 60-65 -,Under 35-40 +,03:00 ET history nearest over=2026-05-13T07:00:06.000Z under=2026-05-13T07:00:06.000Z,mlb-phi-bos-2026-05-13,mlb-phi-bos-2026-05-13-total-7pt5,2245941,60127324646871332062486022767581130043694295722490842254145645722531405399749,94355781516557204635283932042273476208044573250563710329087641731771647049227,https://polymarket.us/event/mlb-phi-bos-2026-05-13
2026-05-13,824763,1,MLB,Game Total O/U,Philadelphia Phillies @ Boston Red Sox,Philadelphia Phillies,Boston Red Sox,8.5,53.5,46.5,4,Under,Over 50-55 / Under 45-50,Under,Over 50-55 -,Under 45-50 +,03:00 ET history nearest over=2026-05-13T07:00:09.000Z under=2026-05-13T07:00:11.000Z,mlb-phi-bos-2026-05-13,mlb-phi-bos-2026-05-13-total-8pt5,2245942,11811608617295279197217064213273922293479549486688886311114861946978524351297,63097547688231306015296397304640328134314158520770895818046666176256902835448,https://polymarket.us/event/mlb-phi-bos-2026-05-13
2026-05-13,824763,1,MLB,Game Total O/U,Philadelphia Phillies @ Boston Red Sox,Philadelphia Phillies,Boston Red Sox,9.5,43,57,4,Under,Over 40-45 / Under 55-60,Under,Over 40-45 -,Under 55-60 +,03:00 ET history nearest over=2026-05-13T07:00:11.000Z under=2026-05-13T07:00:07.000Z,mlb-phi-bos-2026-05-13,mlb-phi-bos-2026-05-13-total-9pt5,2243017,89650312451160592244454592736570838469552285495644923671813588052690468977507,10713778015041906951337530503077852849262338502368616933578686029889918879320,https://polymarket.us/event/mlb-phi-bos-2026-05-13
2026-05-13,823791,1,MLB,Game Total O/U,San Diego Padres @ Milwaukee Brewers,San Diego Padres,Milwaukee Brewers,7.5,45.5,54.5,4,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-05-13T07:00:06.000Z under=2026-05-13T07:00:04.000Z,mlb-sd-mil-2026-05-13,mlb-sd-mil-2026-05-13-total-7pt5,2243480,76688297939767424726604022092398463052717644951885842175118042901351535167035,61876702968308978925564762888857199149083612036113898423086583246312038122408,https://polymarket.us/event/mlb-sd-mil-2026-05-13
2026-05-13,823791,1,MLB,Game Total O/U,San Diego Padres @ Milwaukee Brewers,San Diego Padres,Milwaukee Brewers,8.5,37.5,62.5,4,Under,Over 35-40 / Under 60-65,Under,Over 35-40 -,Under 60-65 +,03:00 ET history nearest over=2026-05-13T07:00:11.000Z under=2026-05-13T07:00:09.000Z,mlb-sd-mil-2026-05-13,mlb-sd-mil-2026-05-13-total-8pt5,2246197,83884606430004383114195352772722756748128281226492918742835142268109347638905,77676044392736665232143633858004398633612105113784031764647994380909325768102,https://polymarket.us/event/mlb-sd-mil-2026-05-13
2026-05-13,823791,1,MLB,Game Total O/U,San Diego Padres @ Milwaukee Brewers,San Diego Padres,Milwaukee Brewers,9.5,28,72,4,Under,Over 25-30 / Under 70-75,Under,Over 25-30 -,Under 70-75 +,03:00 ET history nearest over=2026-05-13T07:00:04.000Z under=2026-05-13T07:00:07.000Z,mlb-sd-mil-2026-05-13,mlb-sd-mil-2026-05-13-total-9pt5,2246198,72607279844583757459670151566482407320137542037021071546025822985910414275695,22758172136609211349108533417711668329684544803089649472965334103686051388178,https://polymarket.us/event/mlb-sd-mil-2026-05-13
2026-05-13,823952,1,MLB,Game Total O/U,San Francisco Giants @ Los Angeles Dodgers,San Francisco Giants,Los Angeles Dodgers,8.5,44.5,55.5,4,Under,Over 40-45 / Under 55-60,Under,Over 40-45 -,Under 55-60 +,03:00 ET history nearest over=2026-05-13T07:00:06.000Z under=2026-05-13T07:00:04.000Z,mlb-sf-lad-2026-05-13,mlb-sf-lad-2026-05-13-total-8pt5,2243490,64612881224448175804616841770459743874946176862733162614232995150984276388694,76099192742922788943811500958321224869348509791238140649516332098956127897900,https://polymarket.us/event/mlb-sf-lad-2026-05-13
2026-05-13,824195,1,MLB,Game Total O/U,Seattle Mariners @ Houston Astros,Seattle Mariners,Houston Astros,9.5,46.5,53.5,7,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-05-13T07:00:11.000Z under=2026-05-13T07:00:06.000Z,mlb-sea-hou-2026-05-13,mlb-sea-hou-2026-05-13-total-9pt5,2243486,78555040813514106018102524124872374250844910446945559278903218749213021456847,95849965556532595675097955576934013769204430743679359847024018237056522202876,https://polymarket.us/event/mlb-sea-hou-2026-05-13
2026-05-13,825010,1,MLB,Game Total O/U,St. Louis Cardinals @ Athletics,St. Louis Cardinals,Athletics,9.5,51.5,48.5,8,Under,Over 50-55 / Under 45-50,Under,Over 50-55 -,Under 45-50 +,03:00 ET history nearest over=2026-05-13T07:00:06.000Z under=2026-05-13T07:00:11.000Z,mlb-stl-oak-2026-05-13,mlb-stl-oak-2026-05-13-total-9pt5,2243488,109836827688189280228368274735214609546026699286660781913098888252851687865822,91322318947928566408830806724823604885833928517647389560160489219574238894998,https://polymarket.us/event/mlb-stl-oak-2026-05-13
2026-05-13,822815,1,MLB,Game Total O/U,Tampa Bay Rays @ Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,7.5,49.5,50.5,8,Over,Over 45-50 / Under 50-55,Over,Over 45-50 +,Under 50-55 -,03:00 ET history nearest over=2026-05-13T07:00:04.000Z under=2026-05-13T07:00:08.000Z,mlb-tb-tor-2026-05-13,mlb-tb-tor-2026-05-13-total-7pt5,2243019,36907596845960177239001124429889735100255194096971728118068618120846265001122,30539465448561221694326926164635545408558559533850940555566472944171968594957,https://polymarket.us/event/mlb-tb-tor-2026-05-13
2026-05-13,822815,1,MLB,Game Total O/U,Tampa Bay Rays @ Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,8.5,42,58,8,Under,Over 40-45 / Under 55-60,Under,Over 40-45 -,Under 55-60 +,03:00 ET history nearest over=2026-05-13T07:00:06.000Z under=2026-05-13T07:00:11.000Z,mlb-tb-tor-2026-05-13,mlb-tb-tor-2026-05-13-total-8pt5,2246178,38312453270863957989372556964141636587014688352999161375862686981355075854877,55511949063076306167583666205864898808746330098237293899188103316970580991921,https://polymarket.us/event/mlb-tb-tor-2026-05-13
2026-05-13,822815,1,MLB,Game Total O/U,Tampa Bay Rays @ Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,9.5,31,69,8,Under,Over 30-35 / Under 65-70,Under,Over 30-35 -,Under 65-70 +,03:00 ET history nearest over=2026-05-13T07:00:04.000Z under=2026-05-13T07:00:07.000Z,mlb-tb-tor-2026-05-13,mlb-tb-tor-2026-05-13-total-9pt5,2246179,34795835268716493042738466170851532696808298163723354718002306726756056960155,112622330053336463455293332861176243690262234355900052519319208502313487126260,https://polymarket.us/event/mlb-tb-tor-2026-05-13
2026-05-13,824519,1,MLB,Game Total O/U,Washington Nationals @ Cincinnati Reds,Washington Nationals,Cincinnati Reds,7.5,64.5,35.5,15,Over,Over 60-65 / Under 35-40,Over,Over 60-65 +,Under 35-40 -,03:00 ET history nearest over=2026-05-13T07:00:09.000Z under=2026-05-13T07:00:04.000Z,mlb-wsh-cin-2026-05-13,mlb-wsh-cin-2026-05-13-total-7pt5,2245917,58380579220096798859011333533894370848501996147944743306369911396570792433380,75045942062117812372135578102483344750453486078775021903110496869297175154877,https://polymarket.us/event/mlb-wsh-cin-2026-05-13
2026-05-13,824519,1,MLB,Game Total O/U,Washington Nationals @ Cincinnati Reds,Washington Nationals,Cincinnati Reds,8.5,57.5,42.5,15,Over,Over 55-60 / Under 40-45,Over,Over 55-60 +,Under 40-45 -,03:00 ET history nearest over=2026-05-13T07:00:11.000Z under=2026-05-13T07:00:09.000Z,mlb-wsh-cin-2026-05-13,mlb-wsh-cin-2026-05-13-total-8pt5,2245918,19110372596285752788241981219054083891421663176361598635237819787074197852202,6459515243093392197190850113558918449783334395887287258534681557324526422414,https://polymarket.us/event/mlb-wsh-cin-2026-05-13
2026-05-13,824519,1,MLB,Game Total O/U,Washington Nationals @ Cincinnati Reds,Washington Nationals,Cincinnati Reds,9.5,47.5,52.5,15,Over,Over 45-50 / Under 50-55,Over,Over 45-50 +,Under 50-55 -,03:00 ET history nearest over=2026-05-13T07:00:06.000Z under=2026-05-13T07:00:11.000Z,mlb-wsh-cin-2026-05-13,mlb-wsh-cin-2026-05-13-total-9pt5,2243013,874574907554621359434816229020274969655645385344053189308670351211747448286,77197771302987398374405450982622106195618134266991974177405928389490478839330,https://polymarket.us/event/mlb-wsh-cin-2026-05-13
2026-05-14,824926,1,MLB,Game Total O/U,Chicago Cubs @ Atlanta Braves,Chicago Cubs,Atlanta Braves,7.5,51.5,48.5,2,Under,Over 50-55 / Under 45-50,Under,Over 50-55 -,Under 45-50 +,03:00 ET history nearest over=2026-05-14T07:00:10.000Z under=2026-05-14T07:00:10.000Z,mlb-chc-atl-2026-05-14,mlb-chc-atl-2026-05-14-total-7pt5,2252445,91355474014566515404133599787396262064936667072431114044144593007231983011134,105759900096189732564964093006560996726110083136428093657450890541744566204523,https://polymarket.us/event/mlb-chc-atl-2026-05-14
2026-05-14,824926,1,MLB,Game Total O/U,Chicago Cubs @ Atlanta Braves,Chicago Cubs,Atlanta Braves,8.5,43.5,56.5,2,Under,Over 40-45 / Under 55-60,Under,Over 40-45 -,Under 55-60 +,03:00 ET history nearest over=2026-05-14T07:00:12.000Z under=2026-05-14T07:00:10.000Z,mlb-chc-atl-2026-05-14,mlb-chc-atl-2026-05-14-total-8pt5,2256252,108312712154585090348772209489140271763044749169643708341417903749144815173836,79255205428028005780011556566166220455690687964837862921838778331275542263932,https://polymarket.us/event/mlb-chc-atl-2026-05-14
2026-05-14,824926,1,MLB,Game Total O/U,Chicago Cubs @ Atlanta Braves,Chicago Cubs,Atlanta Braves,9.5,32.5,67.5,2,Under,Over 30-35 / Under 65-70,Under,Over 30-35 -,Under 65-70 +,03:00 ET history nearest over=2026-05-14T07:00:08.000Z under=2026-05-14T07:00:12.000Z,mlb-chc-atl-2026-05-14,mlb-chc-atl-2026-05-14-total-9pt5,2256253,26908375515308744178215894374150142471289947674849980452087601755104759722652,59817454275276101326343021047739437457789513571673180447234077974837116800388,https://polymarket.us/event/mlb-chc-atl-2026-05-14
2026-05-14,823383,1,MLB,Game Total O/U,Colorado Rockies @ Pittsburgh Pirates,Colorado Rockies,Pittsburgh Pirates,7.5,52.5,47.5,9,Over,Over 50-55 / Under 45-50,Over,Over 50-55 +,Under 45-50 -,03:00 ET history nearest over=2026-05-14T07:00:08.000Z under=2026-05-14T07:00:06.000Z,mlb-col-pit-2026-05-14,mlb-col-pit-2026-05-14-total-7pt5,2253083,23379234686806493625905692140191899204267177979569204007537423717493505084100,90635244635294011177903237890566836477003065063048937708269473735233815965711,https://polymarket.us/event/mlb-col-pit-2026-05-14
2026-05-14,823383,1,MLB,Game Total O/U,Colorado Rockies @ Pittsburgh Pirates,Colorado Rockies,Pittsburgh Pirates,8.5,44.5,55.5,9,Over,Over 40-45 / Under 55-60,Over,Over 40-45 +,Under 55-60 -,03:00 ET history nearest over=2026-05-14T07:00:06.000Z under=2026-05-14T07:00:10.000Z,mlb-col-pit-2026-05-14,mlb-col-pit-2026-05-14-total-8pt5,2252429,28298927385882768267889191575466806590395463382043143472840563490669256302406,80216092297576165676469804723113079797643507599585083431538955605113245764570,https://polymarket.us/event/mlb-col-pit-2026-05-14
2026-05-14,823383,1,MLB,Game Total O/U,Colorado Rockies @ Pittsburgh Pirates,Colorado Rockies,Pittsburgh Pirates,9.5,33.5,66.5,9,Under,Over 30-35 / Under 65-70,Under,Over 30-35 -,Under 65-70 +,03:00 ET history nearest over=2026-05-14T07:00:04.000Z under=2026-05-14T07:00:10.000Z,mlb-col-pit-2026-05-14,mlb-col-pit-2026-05-14-total-9pt5,2253084,103300139749302202527082665276367238685479921283893222358967422908055976506912,22925301427843610726011968442009616225896240219981882593583709768074558901928,https://polymarket.us/event/mlb-col-pit-2026-05-14
2026-05-14,823630,1,MLB,Game Total O/U,Detroit Tigers @ New York Mets,Detroit Tigers,New York Mets,7.5,47.5,52.5,13,Over,Over 45-50 / Under 50-55,Over,Over 45-50 +,Under 50-55 -,03:00 ET history nearest over=2026-05-14T07:00:04.000Z under=2026-05-14T07:00:08.000Z,mlb-det-nym-2026-05-14,mlb-det-nym-2026-05-14-total-7pt5,2252433,86935193068624710785159241875406607381283150110073614653674800934123999547799,98028848467979822899072517941949837994252606805403116054883365751713135511096,https://polymarket.us/event/mlb-det-nym-2026-05-14
2026-05-14,823630,1,MLB,Game Total O/U,Detroit Tigers @ New York Mets,Detroit Tigers,New York Mets,8.5,39.5,60.5,13,Over,Over 35-40 / Under 60-65,Over,Over 35-40 +,Under 60-65 -,03:00 ET history nearest over=2026-05-14T07:00:04.000Z under=2026-05-14T07:00:12.000Z,mlb-det-nym-2026-05-14,mlb-det-nym-2026-05-14-total-8pt5,2253095,32193458773896409741598327588932203362732233462324328597509730147420558304776,16712145105087751462116413384689877871237456978726357088685451083528949250477,https://polymarket.us/event/mlb-det-nym-2026-05-14
2026-05-14,823630,1,MLB,Game Total O/U,Detroit Tigers @ New York Mets,Detroit Tigers,New York Mets,9.5,29.5,70.5,13,Over,Over 25-30 / Under 70-75,Over,Over 25-30 +,Under 70-75 -,03:00 ET history nearest over=2026-05-14T07:00:06.000Z under=2026-05-14T07:00:08.000Z,mlb-det-nym-2026-05-14,mlb-det-nym-2026-05-14-total-9pt5,2253096,48556712925342246855132234464415030032041163834396651642989317730097689033652,19917865557238272354250416297227055285748287903394211053149145737056767836388,https://polymarket.us/event/mlb-det-nym-2026-05-14
2026-05-14,824602,1,MLB,Game Total O/U,Kansas City Royals @ Chicago White Sox,Kansas City Royals,Chicago White Sox,7.5,56.5,43.5,8,Over,Over 55-60 / Under 40-45,Over,Over 55-60 +,Under 40-45 -,03:00 ET history nearest over=2026-05-14T07:00:04.000Z under=2026-05-14T07:00:10.000Z,mlb-kc-cws-2026-05-14,mlb-kc-cws-2026-05-14-total-7pt5,2256265,85037745434726762545720177238747686096716327624922825686709041541069104895816,11230524428962591874724497932025506416911440303892194436621766977462318419654,https://polymarket.us/event/mlb-kc-cws-2026-05-14
2026-05-14,824602,1,MLB,Game Total O/U,Kansas City Royals @ Chicago White Sox,Kansas City Royals,Chicago White Sox,8.5,47.5,52.5,8,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-05-14T07:00:10.000Z under=2026-05-14T07:00:08.000Z,mlb-kc-cws-2026-05-14,mlb-kc-cws-2026-05-14-total-8pt5,2252447,112336270111061954822877277629327931567455732173246338023014362116658398658268,72170032397093660470494971163411842384205772041145345759051144140559471802695,https://polymarket.us/event/mlb-kc-cws-2026-05-14
2026-05-14,824602,1,MLB,Game Total O/U,Kansas City Royals @ Chicago White Sox,Kansas City Royals,Chicago White Sox,9.5,38.5,61.5,8,Under,Over 35-40 / Under 60-65,Under,Over 35-40 -,Under 60-65 +,03:00 ET history nearest over=2026-05-14T07:00:10.000Z under=2026-05-14T07:00:06.000Z,mlb-kc-cws-2026-05-14,mlb-kc-cws-2026-05-14-total-9pt5,2256266,2929754804828738396207302775371248889064382222134139542196622404465385182196,71954902165466005234172770520467774508932857090450883997005413859370371430992,https://polymarket.us/event/mlb-kc-cws-2026-05-14
2026-05-14,823709,1,MLB,Game Total O/U,Miami Marlins @ Minnesota Twins,Miami Marlins,Minnesota Twins,7.5,59.5,40.5,10,Over,Over 55-60 / Under 40-45,Over,Over 55-60 +,Under 40-45 -,03:00 ET history nearest over=2026-05-14T07:00:08.000Z under=2026-05-14T07:00:08.000Z,mlb-mia-min-2026-05-14,mlb-mia-min-2026-05-14-total-7pt5,2253463,70766195879983707657408487983795276536939567379647879725469105575013407879087,69325461986736814893959415359742530863385923307972977010696986725059989246013,https://polymarket.us/event/mlb-mia-min-2026-05-14
2026-05-14,823709,1,MLB,Game Total O/U,Miami Marlins @ Minnesota Twins,Miami Marlins,Minnesota Twins,8.5,51.5,48.5,10,Over,Over 50-55 / Under 45-50,Over,Over 50-55 +,Under 45-50 -,03:00 ET history nearest over=2026-05-14T07:00:04.000Z under=2026-05-14T07:00:10.000Z,mlb-mia-min-2026-05-14,mlb-mia-min-2026-05-14-total-8pt5,2253458,4981677196258054910537586652319960334158869506828732834328216727499371223131,65017991080186513901902640734825529902148928861930642649428937946587387848788,https://polymarket.us/event/mlb-mia-min-2026-05-14
2026-05-14,823709,1,MLB,Game Total O/U,Miami Marlins @ Minnesota Twins,Miami Marlins,Minnesota Twins,9.5,41.5,58.5,10,Over,Over 40-45 / Under 55-60,Over,Over 40-45 +,Under 55-60 -,03:00 ET history nearest over=2026-05-14T07:00:04.000Z under=2026-05-14T07:00:04.000Z,mlb-mia-min-2026-05-14,mlb-mia-min-2026-05-14-total-9pt5,2252437,109806889928137445038690376536205157588580909444166514372688266363224111464826,97547086731714018253145624257297306614414136768006104188609857843971475693302,https://polymarket.us/event/mlb-mia-min-2026-05-14
