date,game_pk,game_number,sport,market,match,away_team_name,home_team_name,total_line,over_price,under_price,final_total_runs,result,paired_bucket,paired_winning_side,paired_over_bucket_plus_or_minus,paired_under_bucket_plus_or_minus,source_pull_time,polymarket_event_slug,polymarket_market_slug,polymarket_market_id,over_token_id,under_token_id,polymarket_event_url
2026-03-26,823974,1,MLB,Game Total O/U,Arizona Diamondbacks @ Los Angeles Dodgers,Arizona Diamondbacks,Los Angeles Dodgers,8.5,52.5,47.5,10,Over,Over 50-55 / Under 45-50,Over,Over 50-55 +,Under 45-50 -,03:00 ET history nearest over=2026-03-26T07:00:48.000Z under=2026-03-26T07:00:37.000Z,mlb-ari-lad-2026-03-26,mlb-ari-lad-2026-03-26-total-8pt5,1711519,85889762135365485163292183590561678891445336235009227985396210711392093531931,5852140773476443840069847122632439157286209640657560430596078454412296909949,https://polymarket.us/event/mlb-ari-lad-2026-03-26
2026-03-26,824541,1,MLB,Game Total O/U,Boston Red Sox @ Cincinnati Reds,Boston Red Sox,Cincinnati Reds,8.5,46,54,3,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-03-26T07:00:47.000Z under=2026-03-26T07:00:44.000Z,mlb-bos-cin-2026-03-26,mlb-bos-cin-2026-03-26-total-8pt5,1711499,62145760548319386126595992129296033596398875265081853813905290939109235789884,57810407885745210827424335390315313823540628848399798260485847431720657577527,https://polymarket.us/event/mlb-bos-cin-2026-03-26
2026-03-26,823812,1,MLB,Game Total O/U,Chicago White Sox @ Milwaukee Brewers,Chicago White Sox,Milwaukee Brewers,8.5,45,55,16,Over,Over 45-50 / Under 50-55,Over,Over 45-50 +,Under 50-55 -,03:00 ET history nearest over=2026-03-26T07:00:36.000Z under=2026-03-26T07:00:52.000Z,mlb-cws-mil-2026-03-26,mlb-cws-mil-2026-03-26-total-8pt5,1711487,89328136716467266849511340146632177893872091754614736163702520513186818442798,12764090552994462144882865474604003594698115698164214821701215699557745585209,https://polymarket.us/event/mlb-cws-mil-2026-03-26
2026-03-26,823325,1,MLB,Game Total O/U,Detroit Tigers @ San Diego Padres,Detroit Tigers,San Diego Padres,7.5,42,58,10,Over,Over 40-45 / Under 55-60,Over,Over 40-45 +,Under 55-60 -,03:00 ET history nearest over=2026-03-26T07:00:39.000Z under=2026-03-26T07:00:44.000Z,mlb-det-sd-2026-03-26,mlb-det-sd-2026-03-26-total-7pt5,1711507,36795322691246910884766694238172932619969601640896232844594258681605395966635,45763611134002793448089307578270386243471481847045471314504910675836214812910,https://polymarket.us/event/mlb-det-sd-2026-03-26
2026-03-26,824218,1,MLB,Game Total O/U,Los Angeles Angels @ Houston Astros,Los Angeles Angels,Houston Astros,8.5,45.5,54.5,3,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-03-26T07:00:47.000Z under=2026-03-26T07:00:47.000Z,mlb-laa-hou-2026-03-26,mlb-laa-hou-2026-03-26-total-8pt5,1711503,35144676990991645773287806334718063914639223055896222739869394915936756385315,79345726589208316662647504276221860781374643145302157695069303310844936606524,https://polymarket.us/event/mlb-laa-hou-2026-03-26
2026-03-26,824865,1,MLB,Game Total O/U,Minnesota Twins @ Baltimore Orioles,Minnesota Twins,Baltimore Orioles,8.5,48.5,51.5,3,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-03-26T07:00:45.000Z under=2026-03-26T07:00:37.000Z,mlb-min-bal-2026-03-26,mlb-min-bal-2026-03-26-total-8pt5,1711495,19366063883794483057771944057913676163644435309251794798890703032960885464109,100197351122996182286695724131422213899528867294864448343342452426246548851987,https://polymarket.us/event/mlb-min-bal-2026-03-26
2026-03-26,823649,1,MLB,Game Total O/U,Pittsburgh Pirates @ New York Mets,Pittsburgh Pirates,New York Mets,7.5,41.5,58.5,18,Over,Over 40-45 / Under 55-60,Over,Over 40-45 +,Under 55-60 -,03:00 ET history nearest over=2026-03-26T07:00:43.000Z under=2026-03-26T07:00:43.000Z,mlb-pit-nym-2026-03-26,mlb-pit-nym-2026-03-26-total-7pt5,1711899,67692848617412243535547100929016804141034733777297656042948354684543890268859,30871353598424661137160252060489583222310393691730891408031024529220507856356,https://polymarket.us/event/mlb-pit-nym-2026-03-26
2026-03-26,823081,1,MLB,Game Total O/U,Tampa Bay Rays @ St. Louis Cardinals,Tampa Bay Rays,St. Louis Cardinals,7.5,51,49,16,Over,Over 50-55 / Under 45-50,Over,Over 50-55 +,Under 45-50 -,03:00 ET history nearest over=2026-03-26T07:00:38.000Z under=2026-03-26T07:00:48.000Z,mlb-tb-stl-2026-03-26,mlb-tb-stl-2026-03-26-total-7pt5,1711515,66804321293510973416046404150662936609712174664980254097282536082195477649473,66639950954448483180333913723141693918666971795905144660716249161098777548803,https://polymarket.us/event/mlb-tb-stl-2026-03-26
2026-03-26,823486,1,MLB,Game Total O/U,Texas Rangers @ Philadelphia Phillies,Texas Rangers,Philadelphia Phillies,7.5,52,48,8,Over,Over 50-55 / Under 45-50,Over,Over 50-55 +,Under 45-50 -,03:00 ET history nearest over=2026-03-26T07:00:47.000Z under=2026-03-26T07:00:45.000Z,mlb-tex-phi-2026-03-26,mlb-tex-phi-2026-03-26-total-7pt5,1711813,35543980798349319704915066067940855145820464843080848563484991632924787660967,90296965334584075020122735356595897245101163910766362982961026347499432024004,https://polymarket.us/event/mlb-tex-phi-2026-03-26
2026-03-26,823486,1,MLB,Game Total O/U,Texas Rangers @ Philadelphia Phillies,Texas Rangers,Philadelphia Phillies,8.5,44,56,8,Under,Over 40-45 / Under 55-60,Under,Over 40-45 -,Under 55-60 +,03:00 ET history nearest over=2026-03-26T07:00:37.000Z under=2026-03-26T07:00:45.000Z,mlb-tex-phi-2026-03-26,mlb-tex-phi-2026-03-26-total-8pt5,1711511,98078291557393365284400890935452388527802423680730317192314407226108643242636,91078197832355474695698809945937871189868000650522933338186147437379132124315,https://polymarket.us/event/mlb-tex-phi-2026-03-26
2026-03-26,824704,1,MLB,Game Total O/U,Washington Nationals @ Chicago Cubs,Washington Nationals,Chicago Cubs,8.5,42.5,57.5,14,Over,Over 40-45 / Under 55-60,Over,Over 40-45 +,Under 55-60 -,03:00 ET history nearest over=2026-03-26T07:00:50.000Z under=2026-03-26T07:00:41.000Z,mlb-wsh-chc-2026-03-26,mlb-wsh-chc-2026-03-26-total-8pt5,1711491,35169607820830798941059378882439546132318235800912173695767192961113459319083,80434555506185812791175598543756818541030917357411134356202542916759036145087,https://polymarket.us/event/mlb-wsh-chc-2026-03-26
2026-03-26,824704,1,MLB,Game Total O/U,Washington Nationals @ Chicago Cubs,Washington Nationals,Chicago Cubs,9.5,36,64,14,Over,Over 35-40 / Under 60-65,Over,Over 35-40 +,Under 60-65 -,03:00 ET history nearest over=2026-03-26T07:00:50.000Z under=2026-03-26T07:00:49.000Z,mlb-wsh-chc-2026-03-26,mlb-wsh-chc-2026-03-26-total-9pt5,1711874,9048381711112978039892536156817251259710176590856066416075610584170481175318,62565453938196020087431614405176782967975601831852913081802856994557463864261,https://polymarket.us/event/mlb-wsh-chc-2026-03-26
2026-03-27,822839,1,MLB,Game Total O/U,Athletics @ Toronto Blue Jays,Athletics,Toronto Blue Jays,8.5,51,49,5,Under,Over 50-55 / Under 45-50,Under,Over 50-55 -,Under 45-50 +,03:00 ET history nearest over=2026-03-27T07:00:36.000Z under=2026-03-27T07:00:32.000Z,mlb-oak-tor-2026-03-27,mlb-oak-tor-2026-03-27-total-8pt5,1720492,11106314525481163935083270002909826831037599492186409973364832715460081327124,10085770207375610870918928911722775273311810554518514736749937845923119178379,https://polymarket.us/event/mlb-oak-tor-2026-03-27
2026-03-27,822839,1,MLB,Game Total O/U,Athletics @ Toronto Blue Jays,Athletics,Toronto Blue Jays,9.5,40,60,5,Under,Over 40-45 / Under 55-60,Under,Over 40-45 -,Under 55-60 +,03:00 ET history nearest over=2026-03-27T07:00:25.000Z under=2026-03-27T07:00:38.000Z,mlb-oak-tor-2026-03-27,mlb-oak-tor-2026-03-27-total-9pt5,1711529,68935355233640938024944891046726051020330342599603668538179455258884812776842,18152655998295722331590762546104550073574441327598889110072038548077365003011,https://polymarket.us/event/mlb-oak-tor-2026-03-27
2026-03-27,823893,1,MLB,Game Total O/U,Colorado Rockies @ Miami Marlins,Colorado Rockies,Miami Marlins,7.5,49,51,3,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-03-27T07:00:41.000Z under=2026-03-27T07:00:27.000Z,mlb-col-mia-2026-03-27,mlb-col-mia-2026-03-27-total-7pt5,1720475,47980238742696230120922629417810690825850852638707480683492140943738834199368,114666770835546957130680835817530420697400394631021593372174529259716574509479,https://polymarket.us/event/mlb-col-mia-2026-03-27
2026-03-27,823893,1,MLB,Game Total O/U,Colorado Rockies @ Miami Marlins,Colorado Rockies,Miami Marlins,8.5,40.5,59.5,3,Under,Over 40-45 / Under 55-60,Under,Over 40-45 -,Under 55-60 +,03:00 ET history nearest over=2026-03-27T07:00:42.000Z under=2026-03-27T07:00:25.000Z,mlb-col-mia-2026-03-27,mlb-col-mia-2026-03-27-total-8pt5,1711533,103641346033943361990813428033672302445177720405178253328209398139584295250794,87460926207943266169409174462652506914377069698057183035027132056495719340468,https://polymarket.us/event/mlb-col-mia-2026-03-27
2026-03-27,824946,1,MLB,Game Total O/U,Kansas City Royals @ Atlanta Braves,Kansas City Royals,Atlanta Braves,7.5,47.5,52.5,6,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-03-27T07:00:26.000Z under=2026-03-27T07:00:25.000Z,mlb-kc-atl-2026-03-27,mlb-kc-atl-2026-03-27-total-7pt5,1720462,63883089550322974444429491030267352909064944117603975681622815103870390946041,16238580237184472586704410934175405727468228339971920992640354626471091817713,https://polymarket.us/event/mlb-kc-atl-2026-03-27
2026-03-27,824946,1,MLB,Game Total O/U,Kansas City Royals @ Atlanta Braves,Kansas City Royals,Atlanta Braves,8.5,39.5,60.5,6,Under,Over 35-40 / Under 60-65,Under,Over 35-40 -,Under 60-65 +,03:00 ET history nearest over=2026-03-27T07:00:35.000Z under=2026-03-27T07:00:31.000Z,mlb-kc-atl-2026-03-27,mlb-kc-atl-2026-03-27-total-8pt5,1711537,45889373931508856306933554377406629584073763481281954025528657743873817252459,32324990824441829028089068979197331419823721595698375819391724621298706907394,https://polymarket.us/event/mlb-kc-atl-2026-03-27
2026-03-27,823243,1,MLB,Game Total O/U,New York Yankees @ San Francisco Giants,New York Yankees,San Francisco Giants,7.5,53.5,46.5,3,Under,Over 50-55 / Under 45-50,Under,Over 50-55 -,Under 45-50 +,03:00 ET history nearest over=2026-03-27T07:00:27.000Z under=2026-03-27T07:00:31.000Z,mlb-nyy-sf-2026-03-27,mlb-nyy-sf-2026-03-27-total-7pt5,1733940,47831047824925302508480380862951337997252293028262287864287333325879087037250,52967334962965301087450617231316374615408931736347070377332046839479235423622,https://polymarket.us/event/mlb-nyy-sf-2026-03-27
2026-03-27,823243,1,MLB,Game Total O/U,New York Yankees @ San Francisco Giants,New York Yankees,San Francisco Giants,8.5,44.5,55.5,3,Under,Over 40-45 / Under 55-60,Under,Over 40-45 -,Under 55-60 +,03:00 ET history nearest over=2026-03-27T07:00:33.000Z under=2026-03-27T07:00:33.000Z,mlb-nyy-sf-2026-03-27,mlb-nyy-sf-2026-03-27-total-8pt5,1732554,35157841118526253106752967612444622834560748872717275410729585086707912434152,100281379001302672312016056358984207112661021305756093603539475725374147149632,https://polymarket.us/event/mlb-nyy-sf-2026-03-27
2026-03-28,822838,1,MLB,Game Total O/U,Athletics @ Toronto Blue Jays,Athletics,Toronto Blue Jays,8.5,48,52,15,Over,Over 45-50 / Under 50-55,Over,Over 45-50 +,Under 50-55 -,03:00 ET history nearest over=2026-03-28T07:00:30.000Z under=2026-03-28T07:00:33.000Z,mlb-oak-tor-2026-03-28,mlb-oak-tor-2026-03-28-total-8pt5,1746169,11099267458485147855940647144243300597352236106628305157864103293008880442082,42614966492292652606165665131120472102318674478368618180482395872755377087337,https://polymarket.us/event/mlb-oak-tor-2026-03-28
2026-03-28,824540,1,MLB,Game Total O/U,Boston Red Sox @ Cincinnati Reds,Boston Red Sox,Cincinnati Reds,7.5,50,50,11,Over,Over 50-55 / Under 45-50,Over,Over 50-55 +,Under 45-50 -,03:00 ET history nearest over=2026-03-28T07:00:31.000Z under=2026-03-28T07:00:37.000Z,mlb-bos-cin-2026-03-28,mlb-bos-cin-2026-03-28-total-7pt5,1746692,115319501080637344227525210392390049013531487824868835961181158166226746512312,41038682885509534573726647000886218766897536986656833059222553256760269878708,https://polymarket.us/event/mlb-bos-cin-2026-03-28
2026-03-28,824540,1,MLB,Game Total O/U,Boston Red Sox @ Cincinnati Reds,Boston Red Sox,Cincinnati Reds,8.5,42.5,57.5,11,Over,Over 40-45 / Under 55-60,Over,Over 40-45 +,Under 55-60 -,03:00 ET history nearest over=2026-03-28T07:00:29.000Z under=2026-03-28T07:00:30.000Z,mlb-bos-cin-2026-03-28,mlb-bos-cin-2026-03-28-total-8pt5,1746163,35299826354984831042876595442001580737400627074595898371662934143879154723935,19751265815875428639227038445086972353697407792035112257429550828763963941350,https://polymarket.us/event/mlb-bos-cin-2026-03-28
2026-03-28,823811,1,MLB,Game Total O/U,Chicago White Sox @ Milwaukee Brewers,Chicago White Sox,Milwaukee Brewers,8.5,47,53,7,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-03-28T07:00:36.000Z under=2026-03-28T07:00:30.000Z,mlb-cws-mil-2026-03-28,mlb-cws-mil-2026-03-28-total-8pt5,1746155,106969048615474837391347030775884391995487881581934813544772451251427253283993,40244176374977495399632149084068691662675690124184186180473332537957241540472,https://polymarket.us/event/mlb-cws-mil-2026-03-28
2026-03-28,823892,1,MLB,Game Total O/U,Colorado Rockies @ Miami Marlins,Colorado Rockies,Miami Marlins,7.5,48,52,7,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-03-28T07:00:38.000Z under=2026-03-28T07:00:39.000Z,mlb-col-mia-2026-03-28,mlb-col-mia-2026-03-28-total-7pt5,1746161,14999221501496661813142820311179535313725035217846007913481182355006507993356,10013108658148175216727112267203359241897051583100429758084482905312312965774,https://polymarket.us/event/mlb-col-mia-2026-03-28
2026-03-28,824945,1,MLB,Game Total O/U,Kansas City Royals @ Atlanta Braves,Kansas City Royals,Atlanta Braves,8.5,50,50,8,Under,Over 50-55 / Under 45-50,Under,Over 50-55 -,Under 45-50 +,03:00 ET history nearest over=2026-03-28T07:00:32.000Z under=2026-03-28T07:00:35.000Z,mlb-kc-atl-2026-03-28,mlb-kc-atl-2026-03-28-total-8pt5,1746153,35623292246419504128655752750629901558754240384730721045840582549891208070808,7334094442093811337209118094906443624768014876187917863223748852952738837095,https://polymarket.us/event/mlb-kc-atl-2026-03-28
2026-03-28,824213,1,MLB,Game Total O/U,Los Angeles Angels @ Houston Astros,Los Angeles Angels,Houston Astros,8.5,53.5,46.5,20,Over,Over 50-55 / Under 45-50,Over,Over 50-55 +,Under 45-50 -,03:00 ET history nearest over=2026-03-28T07:00:38.000Z under=2026-03-28T07:00:42.000Z,mlb-laa-hou-2026-03-28,mlb-laa-hou-2026-03-28-total-8pt5,1746157,66008261431912146311495775409543477460758440539996201618886173230381905477425,41695893390333002409651870081083802574252529965221538963941980718385791634565,https://polymarket.us/event/mlb-laa-hou-2026-03-28
2026-03-28,824862,1,MLB,Game Total O/U,Minnesota Twins @ Baltimore Orioles,Minnesota Twins,Baltimore Orioles,7.5,53.5,46.5,5,Under,Over 50-55 / Under 45-50,Under,Over 50-55 -,Under 45-50 +,03:00 ET history nearest over=2026-03-28T07:00:44.000Z under=2026-03-28T07:00:36.000Z,mlb-min-bal-2026-03-28,mlb-min-bal-2026-03-28-total-7pt5,1746167,80723719687098639628655921677225153814253138487910196921454923719642394314404,64399389090710378087090740886526473560369321232576576279483427428096963366319,https://polymarket.us/event/mlb-min-bal-2026-03-28
2026-03-28,824862,1,MLB,Game Total O/U,Minnesota Twins @ Baltimore Orioles,Minnesota Twins,Baltimore Orioles,8.5,45,55,5,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-03-28T07:00:30.000Z under=2026-03-28T07:00:37.000Z,mlb-min-bal-2026-03-28,mlb-min-bal-2026-03-28-total-8pt5,1754149,84695792260479845459018615924112566862945184830970758911098998283684193114166,108495105832978568390468789346225336546969586164571361092355050023634520211071,https://polymarket.us/event/mlb-min-bal-2026-03-28
2026-03-28,823241,1,MLB,Game Total O/U,New York Yankees @ San Francisco Giants,New York Yankees,San Francisco Giants,8.5,50.5,49.5,4,Under,Over 50-55 / Under 45-50,Under,Over 50-55 -,Under 45-50 +,03:00 ET history nearest over=2026-03-28T07:00:44.000Z under=2026-03-28T07:00:38.000Z,mlb-nyy-sf-2026-03-28,mlb-nyy-sf-2026-03-28-total-8pt5,1746151,58947363076871991493975211297064142653630000062183212270789967158424032709428,26570425215420181417627304912382311942068582257960814805747112259654926984469,https://polymarket.us/event/mlb-nyy-sf-2026-03-28
2026-03-28,823651,1,MLB,Game Total O/U,Pittsburgh Pirates @ New York Mets,Pittsburgh Pirates,New York Mets,7.5,53,47,6,Under,Over 50-55 / Under 45-50,Under,Over 50-55 -,Under 45-50 +,03:00 ET history nearest over=2026-03-28T07:00:43.000Z under=2026-03-28T07:00:32.000Z,mlb-pit-nym-2026-03-28,mlb-pit-nym-2026-03-28-total-7pt5,1746159,76251208974685629390703655434003789520626206893678432782296510630455291183035,106365771134345996360141347815695023634718474454352607763768861033430930658472,https://polymarket.us/event/mlb-pit-nym-2026-03-28
2026-03-28,823651,1,MLB,Game Total O/U,Pittsburgh Pirates @ New York Mets,Pittsburgh Pirates,New York Mets,8.5,45,55,6,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-03-28T07:00:26.000Z under=2026-03-28T07:00:26.000Z,mlb-pit-nym-2026-03-28,mlb-pit-nym-2026-03-28-total-8pt5,1748672,67894610044459928725072646664403499420527612863051412947110750902448942653934,112530205168092509151818177054650410348530184805669411453125880464444752798009,https://polymarket.us/event/mlb-pit-nym-2026-03-28
2026-03-28,823082,1,MLB,Game Total O/U,Tampa Bay Rays @ St. Louis Cardinals,Tampa Bay Rays,St. Louis Cardinals,7.5,46.5,53.5,11,Over,Over 45-50 / Under 50-55,Over,Over 45-50 +,Under 50-55 -,03:00 ET history nearest over=2026-03-28T07:00:34.000Z under=2026-03-28T07:00:35.000Z,mlb-tb-stl-2026-03-28,mlb-tb-stl-2026-03-28-total-7pt5,1746173,5182019412128216923584184868960940062917506082461332434868762789409418149818,1992718360132533708642980678061657452450873765386167219530473651701130709311,https://polymarket.us/event/mlb-tb-stl-2026-03-28
2026-03-28,823488,1,MLB,Game Total O/U,Texas Rangers @ Philadelphia Phillies,Texas Rangers,Philadelphia Phillies,7.5,46,54,9,Over,Over 45-50 / Under 50-55,Over,Over 45-50 +,Under 50-55 -,03:00 ET history nearest over=2026-03-28T07:00:38.000Z under=2026-03-28T07:00:27.000Z,mlb-tex-phi-2026-03-28,mlb-tex-phi-2026-03-28-total-7pt5,1746165,100761497238898156635565934938569691696764106124220426925836501617065833612001,26878282873832183828664879370037356226470837154059107759890544944375855670030,https://polymarket.us/event/mlb-tex-phi-2026-03-28
2026-03-28,824701,1,MLB,Game Total O/U,Washington Nationals @ Chicago Cubs,Washington Nationals,Chicago Cubs,9.5,46.5,53.5,12,Over,Over 45-50 / Under 50-55,Over,Over 45-50 +,Under 50-55 -,03:00 ET history nearest over=2026-03-28T07:00:43.000Z under=2026-03-28T07:00:33.000Z,mlb-wsh-chc-2026-03-28,mlb-wsh-chc-2026-03-28-total-9pt5,1746171,21893795992738903122972176742601735030117120757739423412893788439667999020973,50090574155577930013063004615719121365994050113613450342064761735960986962593,https://polymarket.us/event/mlb-wsh-chc-2026-03-28
2026-03-29,822837,1,MLB,Game Total O/U,Athletics @ Toronto Blue Jays,Athletics,Toronto Blue Jays,8.5,53,47,7,Under,Over 50-55 / Under 45-50,Under,Over 50-55 -,Under 45-50 +,03:00 ET history nearest over=2026-03-29T07:00:47.000Z under=2026-03-29T07:00:56.000Z,mlb-oak-tor-2026-03-29,mlb-oak-tor-2026-03-29-total-8pt5,1763392,32013372739281530598581241791022582234864342580098400165262621776691414484301,98559398298254051393307201797421063427328593315959757136867543123098041893538,https://polymarket.us/event/mlb-oak-tor-2026-03-29
2026-03-29,822837,1,MLB,Game Total O/U,Athletics @ Toronto Blue Jays,Athletics,Toronto Blue Jays,9.5,42.5,57.5,7,Under,Over 40-45 / Under 55-60,Under,Over 40-45 -,Under 55-60 +,03:00 ET history nearest over=2026-03-29T07:00:48.000Z under=2026-03-29T07:00:42.000Z,mlb-oak-tor-2026-03-29,mlb-oak-tor-2026-03-29-total-9pt5,1769320,39844393994623684961792244156554044873550902646979154728319103990319858434953,102159347286762026319527766888559236205222281434350715983014772211153026307164,https://polymarket.us/event/mlb-oak-tor-2026-03-29
2026-03-29,824538,1,MLB,Game Total O/U,Boston Red Sox @ Cincinnati Reds,Boston Red Sox,Cincinnati Reds,8.5,47,53,5,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-03-29T07:00:32.000Z under=2026-03-29T07:00:57.000Z,mlb-bos-cin-2026-03-29,mlb-bos-cin-2026-03-29-total-8pt5,1763390,45508988072235178526698577415538444786044235734436995395913475335510850300617,10913326560651810301957485664849132489425282028636904586037600736968735356382,https://polymarket.us/event/mlb-bos-cin-2026-03-29
2026-03-29,823810,1,MLB,Game Total O/U,Chicago White Sox @ Milwaukee Brewers,Chicago White Sox,Milwaukee Brewers,7.5,51,49,16,Over,Over 50-55 / Under 45-50,Over,Over 50-55 +,Under 45-50 -,03:00 ET history nearest over=2026-03-29T07:00:53.000Z under=2026-03-29T07:00:48.000Z,mlb-cws-mil-2026-03-29,mlb-cws-mil-2026-03-29-total-7pt5,1763382,68035732520379470533425539117025128680642253574160051644450841479776399594372,35400616798889504581937166303362617490969871307678651953085029032418245598055,https://polymarket.us/event/mlb-cws-mil-2026-03-29
2026-03-29,823810,1,MLB,Game Total O/U,Chicago White Sox @ Milwaukee Brewers,Chicago White Sox,Milwaukee Brewers,8.5,43.5,56.5,16,Over,Over 40-45 / Under 55-60,Over,Over 40-45 +,Under 55-60 -,03:00 ET history nearest over=2026-03-29T07:00:38.000Z under=2026-03-29T07:00:49.000Z,mlb-cws-mil-2026-03-29,mlb-cws-mil-2026-03-29-total-8pt5,1766027,45118725145085793920825514901175603993151136262041639000079373386977161227003,84295273083812116506296040431441347802991687568400163571818289634074570465761,https://polymarket.us/event/mlb-cws-mil-2026-03-29
2026-03-29,823160,1,MLB,Game Total O/U,Cleveland Guardians @ Seattle Mariners,Cleveland Guardians,Seattle Mariners,7.5,51,49,8,Over,Over 50-55 / Under 45-50,Over,Over 50-55 +,Under 45-50 -,03:00 ET history nearest over=2026-03-29T06:50:41.000Z under=2026-03-29T07:00:33.000Z,mlb-cle-sea-2026-03-29,mlb-cle-sea-2026-03-29-total-7pt5,1763376,49804491679707923195743378497045316115381539800052040278485220534269530774569,6738262794547199521892577508120170068618999410360818671595894285943187347128,https://polymarket.us/event/mlb-cle-sea-2026-03-29
2026-03-29,823891,1,MLB,Game Total O/U,Colorado Rockies @ Miami Marlins,Colorado Rockies,Miami Marlins,7.5,53.5,46.5,7,Under,Over 50-55 / Under 45-50,Under,Over 50-55 -,Under 45-50 +,03:00 ET history nearest over=2026-03-29T07:00:38.000Z under=2026-03-29T07:00:43.000Z,mlb-col-mia-2026-03-29,mlb-col-mia-2026-03-29-total-7pt5,1766040,28991529138815452347428097833348163988007718746012930424000959255220829536448,41571199968289461397315430261177973619688331267312330295087315471921941384118,https://polymarket.us/event/mlb-col-mia-2026-03-29
2026-03-29,823891,1,MLB,Game Total O/U,Colorado Rockies @ Miami Marlins,Colorado Rockies,Miami Marlins,8.5,45.5,54.5,7,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-03-29T07:00:41.000Z under=2026-03-29T07:00:43.000Z,mlb-col-mia-2026-03-29,mlb-col-mia-2026-03-29-total-8pt5,1763388,97572664719556586155338488088792968492119220303497362918047524012138217353805,16676675287770013103977724032800027767689599018552129132228897938771512107278,https://polymarket.us/event/mlb-col-mia-2026-03-29
2026-03-29,824944,1,MLB,Game Total O/U,Kansas City Royals @ Atlanta Braves,Kansas City Royals,Atlanta Braves,8.5,47.5,52.5,5,Under,Over 45-50 / Under 50-55,Under,Over 45-50 -,Under 50-55 +,03:00 ET history nearest over=2026-03-29T07:00:52.000Z under=2026-03-29T07:00:35.000Z,mlb-kc-atl-2026-03-29,mlb-kc-atl-2026-03-29-total-8pt5,1763398,58713730878553466047620226584746353694165376730786395485857938581109049015711,100888285488981191818050880861161011041898048910783461437327759968483192393837,https://polymarket.us/event/mlb-kc-atl-2026-03-29
2026-03-29,824215,1,MLB,Game Total O/U,Los Angeles Angels @ Houston Astros,Los Angeles Angels,Houston Astros,8.5,52,48,16,Over,Over 50-55 / Under 45-50,Over,Over 50-55 +,Under 45-50 -,03:00 ET history nearest over=2026-03-29T07:00:54.000Z under=2026-03-29T07:00:37.000Z,mlb-laa-hou-2026-03-29,mlb-laa-hou-2026-03-29-total-8pt5,1764808,30255545072465282396956694623221503746901995849356685332224616095133585659268,5640339688917894280438548316525979906093931499188737168935103565338369060373,https://polymarket.us/event/mlb-laa-hou-2026-03-29
2026-03-29,824215,1,MLB,Game Total O/U,Los Angeles Angels @ Houston Astros,Los Angeles Angels,Houston Astros,9.5,41.5,58.5,16,Over,Over 40-45 / Under 55-60,Over,Over 40-45 +,Under 55-60 -,03:00 ET history nearest over=2026-03-29T06:50:41.000Z under=2026-03-29T07:00:40.000Z,mlb-laa-hou-2026-03-29,mlb-laa-hou-2026-03-29-total-9pt5,1763384,53157993294472573846075496413600923903510911928022881708773850414548240002318,34200740455024300803660929080621038472745638923038116118649786694605240351738,https://polymarket.us/event/mlb-laa-hou-2026-03-29
2026-03-29,824864,1,MLB,Game Total O/U,Minnesota Twins @ Baltimore Orioles,Minnesota Twins,Baltimore Orioles,9.5,41.5,58.5,14,Over,Over 40-45 / Under 55-60,Over,Over 40-45 +,Under 55-60 -,03:00 ET history nearest over=2026-03-29T07:00:53.000Z under=2026-03-29T07:00:38.000Z,mlb-min-bal-2026-03-29,mlb-min-bal-2026-03-29-total-9pt5,1763396,8229088608253281809535789362960402745249264618198471791413141637604123484359,16379582672364218919262902234131083472313701734531036537956135894663094549518,https://polymarket.us/event/mlb-min-bal-2026-03-29
2026-03-29,823647,1,MLB,Game Total O/U,Pittsburgh Pirates @ New York Mets,Pittsburgh Pirates,New York Mets,7.5,51.5,48.5,7,Under,Over 50-55 / Under 45-50,Under,Over 50-55 -,Under 45-50 +,03:00 ET history nearest over=2026-03-29T07:00:50.000Z under=2026-03-29T07:00:48.000Z,mlb-pit-nym-2026-03-29,mlb-pit-nym-2026-03-29-total-7pt5,1767838,100189363786739831022501799550710100575645854998915326150417368063673646936412,103058337524427348678343921384321518418466246152831867165777425840732316413194,https://polymarket.us/event/mlb-pit-nym-2026-03-29
