date,game_pk,game_number,match,total_line,reason,polymarket_event_slug,polymarket_market_slug
2026-05-15,823140,1,San Diego Padres @ Seattle Mariners,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-sd-sea-2026-05-15,
2026-05-15,825009,1,San Francisco Giants @ Athletics,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-sf-oak-2026-05-15,
2026-05-15,824194,1,Texas Rangers @ Houston Astros,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-tex-hou-2026-05-15,
2026-05-16,824038,1,Los Angeles Dodgers @ Los Angeles Angels,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-lad-laa-2026-05-16,
2026-05-16,825007,1,San Francisco Giants @ Athletics,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-sf-oak-2026-05-16,
2026-05-18,824035,1,Athletics @ Los Angeles Angels,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-oak-laa-2026-05-18,
2026-05-18,823137,1,Chicago White Sox @ Seattle Mariners,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-cws-sea-2026-05-18,
2026-05-18,823301,1,Los Angeles Dodgers @ San Diego Padres,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-lad-sd-2026-05-18,
2026-05-18,825087,1,San Francisco Giants @ Arizona Diamondbacks,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-sf-ari-2026-05-18,
2026-05-18,824357,1,Texas Rangers @ Colorado Rockies,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-tex-col-2026-05-18,
2026-05-19,824033,1,Athletics @ Los Angeles Angels,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-oak-laa-2026-05-19,
2026-05-19,823136,1,Chicago White Sox @ Seattle Mariners,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-cws-sea-2026-05-19,
2026-05-19,823302,1,Los Angeles Dodgers @ San Diego Padres,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-lad-sd-2026-05-19,
2026-05-19,825086,1,San Francisco Giants @ Arizona Diamondbacks,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-sf-ari-2026-05-19,
2026-05-19,824356,1,Texas Rangers @ Colorado Rockies,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-tex-col-2026-05-19,
2026-05-20,824032,1,Athletics @ Los Angeles Angels,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-oak-laa-2026-05-20,
2026-05-20,823299,1,Los Angeles Dodgers @ San Diego Padres,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-lad-sd-2026-05-20,
2026-05-21,824031,1,Athletics @ Los Angeles Angels,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-oak-laa-2026-05-21,
2026-05-21,825083,1,Colorado Rockies @ Arizona Diamondbacks,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-col-ari-2026-05-21,
2026-05-22,823298,1,Athletics @ San Diego Padres,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-oak-sd-2026-05-22,
2026-05-22,823223,1,Chicago White Sox @ San Francisco Giants,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-cws-sf-2026-05-22,
2026-05-22,825082,1,Colorado Rockies @ Arizona Diamondbacks,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-col-ari-2026-05-22,
2026-05-22,824029,1,Texas Rangers @ Los Angeles Angels,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-tex-laa-2026-05-22,
2026-05-23,823300,1,Athletics @ San Diego Padres,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-oak-sd-2026-05-23,
2026-05-23,825080,1,Colorado Rockies @ Arizona Diamondbacks,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-col-ari-2026-05-23,
2026-05-23,824030,1,Texas Rangers @ Los Angeles Angels,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-tex-laa-2026-05-23,
2026-05-25,823948,1,Colorado Rockies @ Los Angeles Dodgers,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-col-lad-2026-05-25,
2026-05-25,825005,1,Seattle Mariners @ Athletics,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-sea-oak-2026-05-25,
2026-05-26,823216,1,Arizona Diamondbacks @ San Francisco Giants,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-ari-sf-2026-05-26,
2026-05-26,823949,1,Colorado Rockies @ Los Angeles Dodgers,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-col-lad-2026-05-26,
2026-05-26,822898,1,Houston Astros @ Texas Rangers,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-hou-tex-2026-05-26,
2026-05-26,823294,1,Philadelphia Phillies @ San Diego Padres,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-phi-sd-2026-05-26,
2026-05-26,825004,1,Seattle Mariners @ Athletics,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-sea-oak-2026-05-26,
2026-05-27,823947,1,Colorado Rockies @ Los Angeles Dodgers,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-col-lad-2026-05-27,
2026-05-27,822897,1,Houston Astros @ Texas Rangers,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-hou-tex-2026-05-27,
2026-05-28,822896,1,Houston Astros @ Texas Rangers,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-hou-tex-2026-05-28,
2026-05-29,823135,1,Arizona Diamondbacks @ Seattle Mariners,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-ari-sea-2026-05-29,
2026-05-29,822894,1,Kansas City Royals @ Texas Rangers,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-kc-tex-2026-05-29,
2026-05-29,824191,1,Milwaukee Brewers @ Houston Astros,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-mil-hou-2026-05-29,
2026-05-29,825002,1,New York Yankees @ Athletics,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-nyy-oak-2026-05-29,
2026-05-29,823946,1,Philadelphia Phillies @ Los Angeles Dodgers,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-phi-lad-2026-05-29,
2026-05-29,824353,1,San Francisco Giants @ Colorado Rockies,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-sf-col-2026-05-29,
2026-05-30,823132,1,Arizona Diamondbacks @ Seattle Mariners,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-ari-sea-2026-05-30,
2026-05-30,825000,1,New York Yankees @ Athletics,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-nyy-oak-2026-05-30,
2026-05-30,823945,1,Philadelphia Phillies @ Los Angeles Dodgers,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-phi-lad-2026-05-30,
2026-05-30,824352,1,San Francisco Giants @ Colorado Rockies,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-sf-col-2026-05-30,
2026-06-01,824027,1,Colorado Rockies @ Los Angeles Angels,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-col-laa-2026-06-01,
2026-06-01,825078,1,Los Angeles Dodgers @ Arizona Diamondbacks,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-lad-ari-2026-06-01,
2026-06-01,823131,1,New York Mets @ Seattle Mariners,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-nym-sea-2026-06-01,
2026-06-02,824675,1,Athletics @ Chicago Cubs,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-oak-chc-2026-06-02,
2026-06-02,824026,1,Colorado Rockies @ Los Angeles Angels,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-col-laa-2026-06-02,
2026-06-02,825079,1,Los Angeles Dodgers @ Arizona Diamondbacks,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-lad-ari-2026-06-02,
2026-06-02,823129,1,New York Mets @ Seattle Mariners,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-nym-sea-2026-06-02,
2026-06-02,824189,1,Pittsburgh Pirates @ Houston Astros,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-pit-hou-2026-06-02,
2026-06-03,824671,1,Athletics @ Chicago Cubs,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-oak-chc-2026-06-03,
2026-06-03,824024,1,Colorado Rockies @ Los Angeles Angels,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-col-laa-2026-06-03,
2026-06-03,825077,1,Los Angeles Dodgers @ Arizona Diamondbacks,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-lad-ari-2026-06-03,
2026-06-03,824188,1,Pittsburgh Pirates @ Houston Astros,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-pit-hou-2026-06-03,
2026-06-04,824672,1,Athletics @ Chicago Cubs,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-oak-chc-2026-06-04,
2026-06-04,825076,1,Los Angeles Dodgers @ Arizona Diamondbacks,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-lad-ari-2026-06-04,
2026-06-04,824185,1,Pittsburgh Pirates @ Houston Astros,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-pit-hou-2026-06-04,
2026-06-05,824186,1,Athletics @ Houston Astros,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-oak-hou-2026-06-05,
2026-06-05,823049,1,Cincinnati Reds @ St. Louis Cardinals,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-cin-stl-2026-06-05,
2026-06-05,822892,1,Cleveland Guardians @ Texas Rangers,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-cle-tex-2026-06-05,
2026-06-05,823699,1,Kansas City Royals @ Minnesota Twins,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-kc-min-2026-06-05,
2026-06-05,823943,1,Los Angeles Angels @ Los Angeles Dodgers,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-laa-lad-2026-06-05,
2026-06-05,824350,1,Milwaukee Brewers @ Colorado Rockies,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-mil-col-2026-06-05,
2026-06-05,823293,1,New York Mets @ San Diego Padres,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-nym-sd-2026-06-05,
2026-06-05,825073,1,Washington Nationals @ Arizona Diamondbacks,,No eligible 7.5/8.5/9.5 totals market existed by 3am ET.,mlb-wsh-ari-2026-06-05,
